행정동코드,자치구,행정동,성별,연령대,총인구수,1인가구수,집 추정 위치 평일 총 체류시간 미추정 인구수,집 추정 위치 평일 총 체류시간,"집 추정 위치 평일 총 체류시간: 4분위수, 25%","집 추정 위치 평일 총 체류시간: 4분위수, 50%","집 추정 위치 평일 총 체류시간: 4분위수, 75%",집 추정 위치 휴일 총 체류시간 미추정 인구수,집 추정 위치 휴일 총 체류시간,"집 추정 위치 휴일 총 체류시간: 4분위수, 25%","집 추정 위치 휴일 총 체류시간: 4분위수, 50%","집 추정 위치 휴일 총 체류시간: 4분위수, 75%",배달 서비스 사용 미추정 인구수,배달 서비스 사용일수,"배달 서비스 사용일수: 4분위수, 25%","배달 서비스 사용일수: 4분위수, 50%","배달 서비스 사용일수: 4분위수, 75%",배달_브랜드 서비스 사용 미추정 인구수,배달_브랜드 서비스 사용일수,"배달_브랜드 서비스 사용일수: 4분위수, 25%","배달_브랜드 서비스 사용일수: 4분위수, 50%","배달_브랜드 서비스 사용일수: 4분위수, 75%",배달_식재료 서비스 사용 미추정 인구수,배달_식재료 서비스 사용일수,"배달_식재료 서비스 사용일수: 4분위수, 25%","배달_식재료 서비스 사용일수: 4분위수, 50%","배달_식재료 서비스 사용일수: 4분위수, 75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112065,은평구,신사1동,2,65,715,113.18,7.84,826117.62,681600,863766.67,1004333.33,9.15,236429.81,184100,240066.67,288333.33,670.56,8.87,1.67,5,10,713.69,1.67,1.67,1.67,1.67,709.77,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112065,은평구,신사1동,2,70,479.44,79.8,1.4,889299.9,807933.33,947733.33,1028233.33,2.8,257825.22,225300,265766.67,305666.67,465.46,5.67,3.33,3.33,6.67,478.04,3.33,3.33,3.33,3.33,479.44,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112065,은평구,신사1동,2,75,778.56,267.2,2.8,979800.6,931500,1028866.67,1091266.67,2.8,292908.74,252333.33,290000,329566.67,761.79,6.83,1.67,3.33,8.33,775.77,0,0,0,0,775.77,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,20,738,68.26,0,716194.6,531866.67,703200,889500,0,222658.92,158833.33,219133.33,281100,197.49,14.7,5,10,21.67,680.83,3.18,1.67,3.33,5,732.8,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,25,667,62.95,0,627266.67,446133.33,577500,767133.33,0,195347.34,130933.33,183333.33,250966.67,109.64,16.31,6.67,13.33,25,593.9,2.78,1.67,1.67,3.33,654.82,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,30,888,168.12,3.67,614130.98,437700,556666.67,755900,3.67,202861.13,134700,190600,272233.33,157.79,20.18,8.33,18.33,35,766.91,2.73,1.67,1.67,3.33,880.66,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,35,774,132.39,9.72,615213.56,440633.33,554233.33,755400,9.72,198213.28,130900,192333.33,246600,242.89,18.4,6.67,15,30,676.85,2.72,1.67,1.67,3.33,767.52,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,40,895,95.34,8.36,605620.86,425833.33,540166.67,742266.67,11.15,207949.53,134400,193900,274900,348.52,15.05,5,11.67,23.33,800.2,2.94,1.67,1.67,5,878.27,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,45,887,94.51,0,610112.11,427166.67,549033.33,767100,0,206648,140566.67,199700,264133.33,505.59,13.91,5,10,21.67,816.04,3.4,1.67,3.33,5,878.13,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,50,828,87.22,7.71,572431.45,407066.67,530066.67,720000,10.29,191752.1,130300,184933.33,247000,547.71,11.71,3.33,6.67,16.67,781.71,3.24,1.67,3.33,5,822.86,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,55,884,101.53,6.14,617110.37,431433.33,586333.33,768700,9.21,207201.64,133633.33,191233.33,271333.33,736.67,10.14,5,6.67,13.33,856.38,2.96,1.67,3.33,3.33,877.86,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,60,654.13,80.31,4.08,651714.11,469566.67,604800,850300,4.08,222501.67,153566.67,223833.33,282800,607.27,11.09,3.33,6.67,18.33,648.02,2.78,1.67,1.67,5,650.05,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,65,502,72.57,1.64,687398.91,512933.33,657866.67,897966.67,1.64,234573.31,168000,235800,302533.33,487.28,8.33,1.67,3.33,8.33,502,0,0,0,0,502,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,70,307.52,46.29,2.61,765828.33,578066.67,783866.67,970666.67,2.61,251896.28,182833.33,246966.67,313000,295.79,8.33,3.33,5,11.67,306.21,0,0,0,0,304.91,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,1,75,423.48,140.37,0,901824.51,777800,990600,1079833.33,1.3,301265.02,241466.67,303700,380600,414.36,9.52,3.33,6.67,18.33,422.18,3.33,3.33,3.33,3.33,423.48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,20,664,70.73,3.93,690805.16,527366.67,682166.67,870666.67,3.93,217546.83,155800,207600,270766.67,86.44,16.02,6.67,13.33,25,632.57,2.71,1.67,1.67,3.33,652.21,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,25,648,70.25,0,615461.82,448033.33,570400,748633.33,2.84,201295.72,138666.67,195100,270833.33,90.95,17.21,5,15,26.67,591.16,2.02,1.67,1.67,1.67,628.11,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,30,768,140.34,0,656656.84,463166.67,609266.67,837066.67,0,214927.35,137633.33,210400,272700,111.59,18.15,8.33,15,30,689.23,2.99,1.67,3.33,3.33,748.31,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,35,782,124.64,0,678566.06,488566.67,587466.67,891333.33,0,211392.91,152833.33,204266.67,260333.33,134.46,15.97,5,11.67,26.67,704.15,2.5,1.67,1.67,3.33,767.85,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,40,888.52,88.23,0,699320.95,495266.67,684433.33,917200,3,223147.46,155166.67,216866.67,284200,243.27,14.19,5,10,21.67,813.44,2.8,1.67,1.67,3.33,882.52,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,45,926,95.48,6.36,686321.91,492866.67,679733.33,872133.33,6.36,224466.55,150666.67,231300,295800,350.03,13.55,5,10,20,862.36,2.75,1.67,1.67,3.33,916.45,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,50,897.17,86.49,5.18,695542.61,508733.33,689500,891366.67,5.18,225917.87,158800,223200,286100,501.65,10.11,3.33,6.67,13.33,868.7,2.27,1.67,1.67,1.67,889.4,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,55,892,92.86,5.2,700889.25,519133.33,691433.33,888433.33,7.8,232031.18,160733.33,229400,294900,725.56,7.66,1.67,3.33,10,889.4,1.67,1.67,1.67,1.67,884.2,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,60,759,92.47,0,741991.89,559166.67,754366.67,951900,0,245424.68,180000,248433.33,304266.67,658.48,8.2,3.33,5,8.33,754.9,2.5,1.67,1.67,3.33,748.74,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,65,524,102.15,1.43,796229.6,634933.33,828200,987600,5.71,269489.16,202500,266866.67,349433.33,494.02,9.68,1.67,5,10,521.14,5,5,5,5,521.14,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,70,385.06,70,3.09,860768.02,709533.33,916433.33,1032933.33,4.64,283909.93,223133.33,293766.67,348800,371.14,14.38,3.33,10,16.67,383.51,0,0,0,0,381.97,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112066,은평구,신사2동,2,75,630.94,248.93,3.09,952881.68,872500,1021666.67,1088833.33,3.09,324276.49,271100,328166.67,396933.33,613.93,6.85,1.67,3.33,10,627.85,0,0,0,0,627.85,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,20,594.5,49.54,0,666498.23,542766.67,647433.33,826866.67,4.5,184974.55,135866.67,178166.67,236300,148.62,12.78,3.33,8.33,20,513.43,2.87,1.67,1.67,3.33,589.99,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,25,616.79,56.33,0,584695.66,404500,538300,725466.67,3.21,169139.79,105900,164933.33,221100,115.65,17.36,6.67,13.33,30,549.33,2.78,1.67,1.67,3.33,616.79,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,30,792.39,147.25,6.16,519938.56,380033.33,471900,603533.33,9.25,153587.4,91500,142966.67,195266.67,157.18,19.56,8.33,18.33,33.33,662.94,2.78,1.67,1.67,3.33,767.73,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,35,765,121.6,2.84,546795.65,396066.67,490600,645100,2.84,174391.54,114400,157800,213633.33,244.57,17.45,6.67,15,30,637.03,2.67,1.67,1.67,3.33,759.31,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,40,803.4,87.5,2.3,516508.43,376733.33,473533.33,610533.33,6.91,164369.08,108666.67,151400,209800,336.09,14.85,3.33,11.67,25,665.28,2.83,1.67,1.67,5,791.89,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,45,751,75.69,8.57,534393.21,390700,487566.67,607366.67,8.57,169479.23,104433.33,157433.33,219966.67,411.19,11.64,3.33,8.33,16.67,705.31,2.71,1.67,1.67,3.33,748.14,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,50,779,75.02,6.32,515217.98,381466.67,474333.33,615666.67,8.42,159458.38,105433.33,149833.33,201633.33,536.88,11.68,3.33,8.33,18.33,730.58,3.04,1.67,1.67,5,770.58,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,55,753.95,103.82,16.72,559838.64,408300,516133.33,694466.67,19.11,175561.89,114700,167633.33,227933.33,605.82,9.89,3.33,5,13.33,730.06,3.17,1.67,1.67,5,746.78,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,60,642.87,69.99,8.51,570464.09,417433.33,537333.33,704966.67,12.77,176173.76,118600,170866.67,226000,598.17,6.9,1.67,3.33,8.33,636.49,1.67,1.67,1.67,1.67,640.74,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,65,434.53,73.47,0,639450.11,478133.33,616533.33,789700,1.47,192388.25,131933.33,191200,252600,419.85,9.83,5,6.67,8.33,433.06,1.67,1.67,1.67,1.67,433.06,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,70,356.26,60.26,0,696522.28,519800,677233.33,893466.67,0,217123.58,149800,214266.67,276766.67,347.57,6,1.67,1.67,5,356.26,0,0,0,0,356.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,1,75,468.62,100.17,3.48,802524.69,629700,825533.33,994433.33,3.48,249259.27,191600,256233.33,304900,461.67,25,16.67,21.67,36.67,463.41,4.17,3.33,3.33,5,466.89,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,20,547,53.27,2.56,638444.76,492500,653633.33,797066.67,5.11,172197.48,117166.67,161266.67,221800,115.02,11.96,3.33,8.33,16.67,516.33,2.22,1.67,1.67,1.67,536.78,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,25,604.16,65.16,2.28,558853.91,413433.33,516133.33,695633.33,2.28,160147.47,106233.33,153200,198100,104.87,17.34,6.67,15,26.67,558.56,2.67,1.67,1.67,3.33,595.04,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,30,784.55,141.85,2.83,584655.88,418633.33,535266.67,737400,5.66,171100.36,112800,158033.33,221066.67,135.83,15.85,6.67,11.67,23.33,662.15,2.5,1.67,1.67,3.33,753.42,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,35,690.06,104.79,0,629445.26,468766.67,594766.67,792200,2.52,184728.69,128400,173866.67,228666.67,123.39,15.99,5,13.33,23.33,604.44,2.94,1.67,1.67,5,679.99,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,40,792.44,87.86,10.09,648810,464266.67,614733.33,847833.33,12.61,190801.62,125600,181000,251400,217.35,15.34,5,11.67,25,663.8,2.78,1.67,1.67,3.33,772.26,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,45,781,80.08,7.1,640907.54,478333.33,607333.33,806933.33,7.1,191530.17,132933.33,188566.67,240300,336.07,13.27,5,10,20,683.97,2.68,1.67,1.67,3.33,764.43,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,50,809.8,99.83,14.59,637622.66,480133.33,593233.33,816500,14.59,190005.6,128433.33,178566.67,243433.33,448.15,9.57,1.67,5,13.33,778.53,2.67,1.67,1.67,3.33,803.54,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,55,829.57,86.66,7.28,642585.64,475600,631333.33,813933.33,12.13,191903.07,137266.67,184500,240233.33,654.93,8.59,3.33,5,10,812.59,3.33,1.67,3.33,5,817.45,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,60,638.37,76.36,1.88,662524.95,497833.33,651900,815666.67,11.27,199893.99,141066.67,197266.67,254200,578.29,8.66,1.67,8.33,10,634.61,3.33,3.33,3.33,3.33,630.86,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,65,503.43,99.7,3.14,735127.27,566633.33,740033.33,916366.67,4.7,223673.38,152833.33,229733.33,274766.67,467.36,7.61,1.67,5,10,500.3,1.67,1.67,1.67,1.67,500.3,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,70,405.24,79.58,0,770663.24,629133.33,784333.33,938466.67,1.81,239348.43,181866.67,234933.33,294166.67,392.57,4.76,1.67,3.33,6.67,405.24,0,0,0,0,403.43,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112067,은평구,증산동,2,75,596.47,177.63,3.62,846106.75,719800,882566.67,1019433.33,5.43,264788.82,206166.67,267200,325133.33,585.62,8.06,3.33,5,6.67,596.47,0,0,0,0,594.66,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,20,535.5,56.79,0,681742.12,483333.33,668300,910166.67,0,213942.49,148833.33,203800,288733.33,141.6,12.76,5,10,20,470.6,2.88,1.67,3.33,3.33,535.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,25,579.21,61.9,5.05,599325.44,409033.33,527666.67,764100,5.05,182137.72,111400,172933.33,237466.67,129.53,17.94,8.33,15,28.33,543.84,2.62,1.67,1.67,5,579.21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,30,636.61,133.78,10.16,528014.59,392500,487933.33,628366.67,10.16,170401.44,104933.33,165300,223566.67,108.36,16.25,6.67,15,23.33,535.03,3,1.67,3.33,3.33,636.61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,35,630,115.39,3.58,562504.38,417066.67,527766.67,652666.67,7.16,182267.43,133266.67,169800,225966.67,204.03,15.78,5,13.33,25,533.35,2.96,1.67,1.67,5,622.84,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,40,697.6,85.54,9.76,529476.42,396266.67,491966.67,654866.67,13.01,175009.95,124166.67,172333.33,222233.33,256.08,14.3,3.33,11.67,20,626.03,2.88,1.67,1.67,5,694.35,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,45,664,84.99,0,534180.75,403100,486333.33,630766.67,0,175016.76,118366.67,162766.67,223400,404.79,11.37,3.33,8.33,15,592.98,3,1.67,3.33,3.33,664,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,50,709,80.73,3.33,517715.25,384733.33,471100,623533.33,9.99,172563.97,107733.33,169600,228933.33,476,10.07,1.67,5,13.33,672.38,2.58,1.67,1.67,3.33,709,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,55,777.05,71.64,0,555472.57,411700,511133.33,703566.67,7.46,186312.72,125600,180366.67,242033.33,616.62,9.38,3.33,6.67,11.67,758.39,3,1.67,1.67,5,773.32,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,60,570,76.38,6.37,614359.89,448533.33,594466.67,778000,15.92,200295.4,120600,199100,265333.33,506.31,10.83,3.33,6.67,13.33,566.82,3.33,3.33,3.33,3.33,570,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112068,은평구,수색동,1,65,388.47,75.28,0,655932.47,477766.67,633166.67,852633.33,4.03,215384.12,144200,214300,280500,370.33,8.52,3.33,6.67,15,386.45,5,5,5,5,386.45,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
