행정동코드,자치구,행정동,성별,연령대,총인구수,1인가구수,집 추정 위치 평일 총 체류시간 미추정 인구수,집 추정 위치 평일 총 체류시간,"집 추정 위치 평일 총 체류시간: 4분위수, 25%","집 추정 위치 평일 총 체류시간: 4분위수, 50%","집 추정 위치 평일 총 체류시간: 4분위수, 75%",집 추정 위치 휴일 총 체류시간 미추정 인구수,집 추정 위치 휴일 총 체류시간,"집 추정 위치 휴일 총 체류시간: 4분위수, 25%","집 추정 위치 휴일 총 체류시간: 4분위수, 50%","집 추정 위치 휴일 총 체류시간: 4분위수, 75%",배달 서비스 사용 미추정 인구수,배달 서비스 사용일수,"배달 서비스 사용일수: 4분위수, 25%","배달 서비스 사용일수: 4분위수, 50%","배달 서비스 사용일수: 4분위수, 75%",배달_브랜드 서비스 사용 미추정 인구수,배달_브랜드 서비스 사용일수,"배달_브랜드 서비스 사용일수: 4분위수, 25%","배달_브랜드 서비스 사용일수: 4분위수, 50%","배달_브랜드 서비스 사용일수: 4분위수, 75%",배달_식재료 서비스 사용 미추정 인구수,배달_식재료 서비스 사용일수,"배달_식재료 서비스 사용일수: 4분위수, 25%","배달_식재료 서비스 사용일수: 4분위수, 50%","배달_식재료 서비스 사용일수: 4분위수, 75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,30,1345.59,140.71,6.95,617727.01,450566.67,567300,769166.67,13.91,202329.24,139933.33,197366.67,258433.33,250.3,16.46,6.67,13.33,25,1178.72,2.26,1.67,1.67,3.33,1296.92,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,35,1280.45,116.76,5.79,680629.24,487233.33,645633.33,878966.67,5.79,217142.65,158266.67,215766.67,271233.33,252.03,15,5,11.67,23.33,1124,2.47,1.67,1.67,3.33,1216.71,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,40,1349.01,107.77,9.37,706263.34,501800,721033.33,911833.33,9.37,222389.55,169100,222800,275333.33,382.51,14.71,5,11.67,21.67,1172.98,2.31,1.67,1.67,3.33,1318.55,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,45,1310.02,125.4,18.03,704023.41,491900,718500,916633.33,18.03,233363.78,171400,236366.67,293633.33,442.11,14.04,5,11.67,20,1142.62,2.49,1.67,1.67,3.33,1276.54,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,50,1357.27,114.14,8.89,706229.01,507866.67,703300,920233.33,11.11,239566.67,171000,240333.33,302400,771.94,10.29,3.33,6.67,15,1263.96,2.76,1.67,1.67,5,1319.5,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,55,1282.59,105.73,15.7,723408.13,546433.33,737200,894566.67,15.7,247381.36,184933.33,248033.33,303800,968.38,9.5,3.33,5,13.33,1243.17,2.5,1.67,1.67,3.33,1268.51,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,60,865.93,84.62,6.04,770396.6,619000,798800,948300,10.57,258123.74,199100,257500,322333.33,754.4,10.49,3.33,6.67,16.67,850.83,1.67,1.67,1.67,1.67,855.36,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,65,523.39,83.66,2.5,781961.19,609933.33,826266.67,967666.67,2.5,259947.91,194833.33,269066.67,328466.67,496.52,7.06,1.67,3.33,8.33,520.89,1.67,1.67,1.67,1.67,517.15,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,70,409.83,60.5,3.04,850390.76,710833.33,891733.33,1015833.33,3.04,290703.25,233500,297333.33,360200,396.16,3.7,1.67,1.67,6.67,409.83,0,0,0,0,409.83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105066,광진구,자양3동,2,75,735.8,302.1,3.04,914246.02,779766.67,997900,1080933.33,4.55,332131.88,278566.67,338000,415966.67,723.65,11.04,3.33,5,15,731.24,1.67,1.67,1.67,1.67,734.28,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,20,930.49,261.66,5.26,686509.09,527433.33,668433.33,864266.67,10.51,201120.76,137266.67,193100,259400,173.48,14.48,5,11.67,21.67,830.6,2.54,1.67,1.67,3.33,925.23,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,25,1283.32,383.9,26.9,576617.64,422100,526233.33,729433.33,30.74,184699.69,119366.67,169666.67,241866.67,203.64,19.05,6.67,16.67,33.33,1091.2,2.83,1.67,1.67,3.33,1264.1,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,30,1321.72,373,9.96,552676.12,394933.33,503466.67,675500,19.93,183687.84,122533.33,176433.33,233133.33,278.96,19.62,8.33,18.33,31.67,1152.35,2.68,1.67,1.67,3.33,1311.75,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,35,1116.63,276.8,18.56,585667.61,402933.33,527533.33,735833.33,21.65,193675.99,125266.67,188866.67,262033.33,346.43,17.12,5,15,28.33,937.22,2.67,1.67,1.67,3.33,1094.98,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,40,1172.06,290.05,17.94,587123.06,417833.33,528933.33,753866.67,17.94,194341.28,125866.67,184266.67,254866.67,496.33,16.67,5,13.33,28.33,986.68,2.88,1.67,1.67,5,1157.11,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,45,1251.85,298.3,8.57,584110.23,410800,525066.67,757566.67,17.15,197797.69,131533.33,189233.33,255933.33,715.96,12.99,3.33,10,18.33,1157.53,2.95,1.67,1.67,5,1243.28,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,50,1565.99,290.37,13.01,557006.89,406300,511333.33,662866.67,26.03,190945.16,133000,180133.33,245433.33,1110.51,12.41,3.33,8.33,18.33,1483.57,3.42,1.67,3.33,5,1565.99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,55,1435.81,297.12,11.4,602321.33,438600,562666.67,774900,18.99,199366.85,135166.67,199000,258866.67,1245.88,10.2,3.33,6.67,15,1428.21,3.33,1.67,1.67,5,1432.01,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,60,963.47,207.36,2.65,659815.61,464300,631133.33,860433.33,5.29,211518.05,139200,202533.33,282500,905.24,10.83,1.67,6.67,16.67,960.82,1.67,1.67,1.67,1.67,963.47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,65,685.36,155.16,2.13,686332.4,483900,681333.33,912933.33,2.13,219704.36,155100,212266.67,289900,661.94,6.97,1.67,5,10,683.23,1.67,1.67,1.67,1.67,685.36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,70,344.22,79.69,1.64,750626.32,523933.33,779600,973233.33,1.64,247565.55,172633.33,252866.67,319233.33,334.39,3.61,1.67,3.33,5,344.22,0,0,0,0,344.22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,1,75,498.3,142.94,3.28,860754.49,732133.33,920666.67,1027133.33,3.28,289253.27,227833.33,302300,348700,490.11,5,1.67,1.67,1.67,495.02,5,5,5,5,496.66,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,20,1036.31,315.58,4.23,642915.44,488966.67,643000,777466.67,4.23,199207.65,140466.67,188100,254033.33,131.13,16.01,5,11.67,25,968.63,2.19,1.67,1.67,1.67,1019.39,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,25,1341.49,441.93,7.02,535487.72,400066.67,495666.67,653433.33,7.02,168107.02,110000,158100,221300,133.45,19.44,10,18.33,30,1232.62,2.37,1.67,1.67,3.33,1271.25,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,30,1203.41,324.34,3.52,565608.5,416566.67,524966.67,678900,7.04,182330.39,121433.33,172200,238766.67,144.27,17.69,8.33,15,28.33,1069.69,2.41,1.67,1.67,3.33,1157.66,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,35,867.55,208.7,2.86,625103.53,455533.33,588766.67,819533.33,5.73,205383.06,141933.33,196500,260266.67,180.38,15.83,5,11.67,25,755.88,2.26,1.67,1.67,1.67,841.78,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,40,938.99,224.27,8,673521.39,478566.67,631966.67,906533.33,8,221997.33,154233.33,219433.33,284766.67,317.44,14.49,5,10,21.67,840.29,2.84,1.67,1.67,5,917.65,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,45,1230.98,300.01,8.58,642793.68,455900,591900,828733.33,8.58,213662.57,152966.67,209700,276200,523.27,12.98,3.33,10,18.33,1115.17,2.65,1.67,1.67,3.33,1218.11,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,50,1504.73,281.18,12.13,679053.21,481666.67,682166.67,891800,12.13,218023.94,158833.33,217566.67,284233.33,978.88,11.38,3.33,8.33,15,1448.1,3.45,1.67,3.33,5,1476.42,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,55,1471.41,302.69,22.16,674036.29,482900,660200,862800,31.02,209517.64,143633.33,209933.33,271500,1139.01,9.96,3.33,6.67,15,1449.25,3.67,3.33,3.33,5,1440.38,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,60,1074.07,224.59,2.81,702202.62,534366.67,719300,897700,5.62,225369.04,163666.67,218733.33,296766.67,941.92,8.72,1.67,6.67,11.67,1068.45,1.67,1.67,1.67,1.67,1068.45,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,65,679.61,174.86,3.8,779794.66,624000,806033.33,959933.33,5.7,254720.56,188600,256466.67,325666.67,637.85,7.42,1.67,3.33,13.33,673.91,2.78,1.67,1.67,5,668.22,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,70,500.68,134.14,1.88,825240.98,695200,867766.67,1005566.67,1.88,272542.36,210900,283900,333200,480.05,6.06,1.67,5,11.67,498.8,1.67,1.67,1.67,1.67,500.68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105067,광진구,자양4동,2,75,650.69,220.67,1.88,894499.61,778433.33,939600,1044333.33,1.88,293594.67,238133.33,297566.67,349400,639.44,2.92,1.67,1.67,1.67,646.94,0,0,0,0,646.94,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,20,1499,983.52,9.14,636746.88,506733.33,631800,765466.67,11.43,196036.76,137066.67,189766.67,247433.33,210.23,15.19,5,11.67,23.33,1176.81,2.98,1.67,3.33,5,1492.14,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,25,1140,721.32,2.02,688539.15,512566.67,681866.67,868533.33,4.05,217082.06,144566.67,212166.67,283533.33,133.64,18.3,8.33,16.67,28.33,852.47,2.91,1.67,1.67,5,1127.85,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,30,680,309.9,5.38,668163.48,475500,654033.33,889600,10.75,227911.24,160733.33,220500,294833.33,134.39,22.09,10,23.33,36.67,567.11,2.78,1.67,1.67,3.33,669.25,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,35,429,182.01,6.09,671754.2,485666.67,611566.67,853333.33,6.09,244896.64,159200,235766.67,326400,127.79,19.43,6.67,18.33,33.33,331.64,3.23,1.67,3.33,5,422.91,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,40,403,74.63,2.69,661642.51,468633.33,613400,905033.33,2.69,241815.88,174100,228900,315633.33,182.69,17.91,6.67,13.33,31.67,357.33,3.43,1.67,3.33,5,386.88,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,45,360,64.7,2.32,634933.77,438566.67,562433.33,851566.67,2.32,235274.89,158166.67,220500,320200,209.03,14.33,3.33,10,23.33,325.16,2.56,1.67,1.67,5,360,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,50,330,58.88,1.79,650527.14,458366.67,642466.67,822433.33,3.59,245274.91,177133.33,245066.67,311333.33,222.39,15.03,5,10,23.33,306.68,3.59,1.67,3.33,5,326.41,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,55,299,51.29,4.9,629945.28,466900,596500,773233.33,7.35,236000,168733.33,221733.33,326966.67,247.53,7.78,1.67,6.67,8.33,289.2,2.08,1.67,1.67,1.67,296.55,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,60,228,40.72,0,655211.11,479466.67,603266.67,883733.33,0,229810.1,141400,204900,311933.33,200.36,12.36,5,10,13.33,225.7,1.67,1.67,1.67,1.67,225.7,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,65,201,63.75,0,735385.32,552766.67,744400,928966.67,3.69,250357.32,188766.67,243000,333900,191.78,6.67,3.33,6.67,8.33,201,0,0,0,0,201,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,70,127.78,39.21,1.91,751261.11,568133.33,778800,961366.67,1.91,273837.37,189733.33,278566.67,371033.33,122.05,2.22,1.67,1.67,3.33,127.78,0,0,0,0,127.78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,1,75,221.22,67.62,0,920095.11,772666.67,1006700,1082166.67,0,338315.52,297600,349133.33,404233.33,219.32,1.67,1.67,1.67,1.67,221.22,0,0,0,0,221.22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,20,1931,1334.77,8.22,638557.23,521100,636733.33,756900,10.27,194624.39,136866.67,191566.67,247066.67,201.32,14.17,5,11.67,21.67,1815.96,2.38,1.67,1.67,3.33,1885.81,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,25,1054,714.61,0,690880.12,517300,683800,869533.33,2.61,213517.29,149200,206966.67,277866.67,99.14,18.72,8.33,16.67,28.33,936.6,2.37,1.67,1.67,3.33,1020.08,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,30,553,243.35,3.25,665604.93,498800,654100,843300,6.51,230760.91,167766.67,232033.33,295333.33,71.56,18.34,8.33,15,28.33,468.42,1.92,1.67,1.67,1.67,536.74,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,35,424,168.31,3.01,711053.1,525333.33,690266.67,933533.33,3.01,255973.57,190500,260366.67,326966.67,108.26,14,5,10,21.67,399.94,2.5,1.67,1.67,1.67,402.95,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,40,327,60.27,0,719853.92,523633.33,723166.67,917866.67,0,253180.59,198133.33,261600,313600,74.58,16.83,6.67,13.33,26.67,275.37,3.01,1.67,1.67,5,321.26,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,45,352,64.85,2.63,724877.69,525066.67,686033.33,972233.33,2.63,270030.33,195600,267866.67,332500,128.72,13.49,5,8.33,18.33,315.22,2.26,1.67,1.67,1.67,341.49,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,50,357,61.45,0,768652.76,570033.33,800400,969466.67,0,286878.15,203866.67,293066.67,375833.33,244.26,10.11,3.33,5,11.67,340.56,3.33,1.67,3.33,5,338.21,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,55,352.04,65.18,0,750076.12,577066.67,747400,943433.33,0,265996.59,200200,279466.67,338266.67,302.19,11.57,3.33,8.33,16.67,343.73,1.67,1.67,1.67,1.67,349.27,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,60,278,52.7,2.53,803425.69,651366.67,842300,992033.33,5.05,281892.59,213833.33,295466.67,346766.67,252.73,6.5,3.33,5,10,275.47,1.67,1.67,1.67,1.67,272.95,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,65,218,73.5,0,823207.28,675966.67,852233.33,1009333.33,0,293982.12,240366.67,300666.67,362100,206.45,11.25,5,5,8.33,215.11,1.67,1.67,1.67,1.67,216.56,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,70,159.8,55.55,0,861388.63,729033.33,940633.33,1040733.33,1.88,313951.19,267866.67,327933.33,374133.33,156.04,20.83,5,5,36.67,157.92,1.67,1.67,1.67,1.67,159.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106071,동대문구,회기동,2,75,357.2,130.48,3.76,946971.12,895233.33,1012966.67,1085700,5.64,351478.67,318300,369933.33,416833.33,351.56,20,3.33,3.33,36.67,353.44,1.67,1.67,1.67,1.67,355.32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106072,동대문구,휘경1동,1,20,727,326.78,7.22,646175.03,483266.67,650500,790000,9.63,200307.49,130633.33,195966.67,261966.67,125.18,13.59,5,11.67,20,635.52,2.37,1.67,1.67,3.33,719.78,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106072,동대문구,휘경1동,1,25,929,407.23,2.56,644872.28,463666.67,622600,814033.33,2.56,214644.2,139500,203433.33,284300,104.93,18.72,6.67,16.67,31.67,778.01,3.16,1.67,3.33,5,908.53,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
